,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type
293,Low Fat,0.015035032,Frozen Foods,84.025,OUT027,1985,Tier 3,Supermarket Type3
294,Low Fat,0.059557164,Fruits and Vegetables,149.2366,OUT027,1985,Tier 3,Supermarket Type3
295,Low Fat,0.077443049,Household,194.511,OUT013,1987,Tier 3,Supermarket Type1
296,Low Fat,0.055470721,Baking Goods,132.1284,OUT045,2002,Tier 2,Supermarket Type1
297,Low Fat,0.019514867,Others,165.121,OUT045,2002,Tier 2,Supermarket Type1
298,Regular,0.08228859,Fruits and Vegetables,144.4102,OUT010,1998,Tier 3,Grocery Store
299,Low Fat,0.036090136,Soft Drinks,41.1138,OUT018,2009,Tier 3,Supermarket Type2
300,Low Fat,0.098645981,Household,244.746,OUT010,1998,Tier 3,Grocery Store
301,Low Fat,0.03744271,Soft Drinks,181.1634,OUT017,2007,Tier 2,Supermarket Type1
302,Low Fat,0.147933567,Household,235.3616,OUT046,1997,Tier 1,Supermarket Type1
303,Low Fat,0.084937598,Baking Goods,105.028,OUT035,2004,Tier 2,Supermarket Type1
304,Low Fat,0.020601136,Fruits and Vegetables,91.683,OUT035,2004,Tier 2,Supermarket Type1
305,Regular,0.158439388,Meat,156.0946,OUT035,2004,Tier 2,Supermarket Type1
306,Low Fat,0.0,Health and Hygiene,165.7842,OUT027,1985,Tier 3,Supermarket Type3
307,Low Fat,0.135072801,Household,99.17,OUT046,1997,Tier 1,Supermarket Type1
308,Low Fat,0.035156307,Snack Foods,179.1318,OUT013,1987,Tier 3,Supermarket Type1
309,Low Fat,0.014509564,Fruits and Vegetables,157.4262,OUT027,1985,Tier 3,Supermarket Type3
310,Regular,0.100315391,Baking Goods,85.8856,OUT013,1987,Tier 3,Supermarket Type1
311,Low Fat,0.058420325,Household,221.4456,OUT013,1987,Tier 3,Supermarket Type1
312,Low Fat,0.027096298,Household,128.6336,OUT018,2009,Tier 3,Supermarket Type2
313,Regular,0.037912667,Dairy,125.8704,OUT017,2007,Tier 2,Supermarket Type1
314,Low Fat,0.016110572,Household,104.2964,OUT017,2007,Tier 2,Supermarket Type1
315,Regular,0.076158144,Snack Foods,82.9908,OUT018,2009,Tier 3,Supermarket Type2
316,Low Fat,0.104338095,Snack Foods,236.8932,OUT017,2007,Tier 2,Supermarket Type1
317,Low Fat,0.129998012,Fruits and Vegetables,185.1898,OUT046,1997,Tier 1,Supermarket Type1
318,Regular,0.0,Frozen Foods,231.201,OUT045,2002,Tier 2,Supermarket Type1
319,Low Fat,0.024247803,Fruits and Vegetables,123.973,OUT018,2009,Tier 3,Supermarket Type2
320,Low Fat,0.005483027,Frozen Foods,100.4016,OUT049,1999,Tier 1,Supermarket Type1
321,Low Fat,0.064371885,Health and Hygiene,119.8414,OUT018,2009,Tier 3,Supermarket Type2
322,Low Fat,0.082684949,Household,176.6054,OUT013,1987,Tier 3,Supermarket Type1
323,Regular,0.098984923,Frozen Foods,198.2768,OUT045,2002,Tier 2,Supermarket Type1
324,Regular,0.014016743,Snack Foods,196.8084,OUT035,2004,Tier 2,Supermarket Type1
325,Regular,0.060880827,Meat,124.4388,OUT027,1985,Tier 3,Supermarket Type3
326,Regular,0.068511767,Fruits and Vegetables,83.2276,OUT010,1998,Tier 3,Grocery Store
327,Low Fat,0.0,Snack Foods,127.502,OUT045,2002,Tier 2,Supermarket Type1
328,Low Fat,0.04017515,Frozen Foods,54.1298,OUT035,2004,Tier 2,Supermarket Type1
329,Low Fat,0.120441348,Dairy,43.7744,OUT018,2009,Tier 3,Supermarket Type2
330,Low Fat,0.045440803,Household,179.5976,OUT019,1985,Tier 1,Grocery Store
331,Low Fat,0.135906738,Snack Foods,217.9482,OUT017,2007,Tier 2,Supermarket Type1
332,Low Fat,0.025973288,Canned,264.3226,OUT017,2007,Tier 2,Supermarket Type1
333,Regular,0.23372937,Baking Goods,52.4298,OUT019,1985,Tier 1,Grocery Store
334,Low Fat,0.091552173,Others,107.1938,OUT017,2007,Tier 2,Supermarket Type1
335,Regular,0.028883289,Canned,116.6492,OUT017,2007,Tier 2,Supermarket Type1
336,Low Fat,0.03236252,Meat,62.0194,OUT017,2007,Tier 2,Supermarket Type1
337,Low Fat,0.139835844,Dairy,104.7306,OUT045,2002,Tier 2,Supermarket Type1
338,Low Fat,0.049810328,Health and Hygiene,129.2336,OUT027,1985,Tier 3,Supermarket Type3
339,Low Fat,0.068466049,Fruits and Vegetables,197.1426,OUT017,2007,Tier 2,Supermarket Type1
340,Low Fat,0.073178424,Fruits and Vegetables,189.153,OUT018,2009,Tier 3,Supermarket Type2
341,Low Fat,0.113535259,Soft Drinks,36.0848,OUT017,2007,Tier 2,Supermarket Type1
342,Low Fat,0.026222599,Fruits and Vegetables,169.0474,OUT049,1999,Tier 1,Supermarket Type1
343,Regular,0.0,Soft Drinks,233.1958,OUT046,1997,Tier 1,Supermarket Type1
344,Regular,0.01361686,Fruits and Vegetables,107.2596,OUT049,1999,Tier 1,Supermarket Type1
345,Low Fat,0.023770288,Soft Drinks,107.728,OUT027,1985,Tier 3,Supermarket Type3
346,Regular,0.045720935,Dairy,145.6102,OUT017,2007,Tier 2,Supermarket Type1
347,Low Fat,0.097145513,Starchy Foods,223.8746,OUT027,1985,Tier 3,Supermarket Type3
348,Regular,0.099858247,Fruits and Vegetables,146.4786,OUT046,1997,Tier 1,Supermarket Type1
349,Regular,0.047339698,Snack Foods,96.5068,OUT049,1999,Tier 1,Supermarket Type1
350,Low Fat,0.129596025,Household,190.5872,OUT045,2002,Tier 2,Supermarket Type1
351,Regular,0.033024663,Breakfast,49.3008,OUT013,1987,Tier 3,Supermarket Type1
352,Low Fat,0.195963464,Frozen Foods,105.1622,OUT019,1985,Tier 1,Grocery Store
353,Low Fat,0.112875322,Soft Drinks,37.2848,OUT035,2004,Tier 2,Supermarket Type1
354,Regular,0.104930609,Frozen Foods,212.3218,OUT013,1987,Tier 3,Supermarket Type1
355,Low Fat,0.097275225,Household,192.682,OUT018,2009,Tier 3,Supermarket Type2
356,Low Fat,0.010623794,Household,235.4958,OUT045,2002,Tier 2,Supermarket Type1
357,Regular,0.134248297,Baking Goods,54.9298,OUT017,2007,Tier 2,Supermarket Type1
358,Low Fat,0.033139916,Meat,175.4738,OUT049,1999,Tier 1,Supermarket Type1
359,Low Fat,0.044786137,Snack Foods,173.4054,OUT013,1987,Tier 3,Supermarket Type1
360,Low Fat,0.197679823,Snack Foods,224.6088,OUT010,1998,Tier 3,Grocery Store
361,Regular,0.171042873,Fruits and Vegetables,139.9838,OUT035,2004,Tier 2,Supermarket Type1
362,Regular,0.019764765,Canned,86.6198,OUT035,2004,Tier 2,Supermarket Type1
363,Low Fat,0.080455726,Household,47.3718,OUT045,2002,Tier 2,Supermarket Type1
364,Regular,0.109540783,Soft Drinks,41.9112,OUT018,2009,Tier 3,Supermarket Type2
365,Low Fat,0.026291649,Household,121.7098,OUT018,2009,Tier 3,Supermarket Type2
366,Low Fat,0.173299972,Fruits and Vegetables,113.3518,OUT018,2009,Tier 3,Supermarket Type2
367,Low Fat,0.021325759,Fruits and Vegetables,104.6306,OUT035,2004,Tier 2,Supermarket Type1
368,Regular,0.042441097,Frozen Foods,163.221,OUT013,1987,Tier 3,Supermarket Type1
369,Regular,0.0,Meat,158.8946,OUT046,1997,Tier 1,Supermarket Type1
370,Regular,0.057381292,Fruits and Vegetables,241.2512,OUT017,2007,Tier 2,Supermarket Type1
371,Regular,0.017277445,Meat,150.7366,OUT019,1985,Tier 1,Grocery Store
372,Low Fat,0.047249645,Household,126.7336,OUT019,1985,Tier 1,Grocery Store
373,Low Fat,0.046408928,Meat,153.5682,OUT027,1985,Tier 3,Supermarket Type3
374,Regular,0.067456225,Snack Foods,257.5304,OUT017,2007,Tier 2,Supermarket Type1
375,Low Fat,0.027315417,Fruits and Vegetables,98.7042,OUT046,1997,Tier 1,Supermarket Type1
376,Low Fat,0.021972988,Frozen Foods,264.091,OUT017,2007,Tier 2,Supermarket Type1
377,Low Fat,0.059270332,Baking Goods,229.101,OUT010,1998,Tier 3,Grocery Store
378,Low Fat,0.027936385,Baking Goods,151.1708,OUT017,2007,Tier 2,Supermarket Type1
379,Low Fat,0.033958586,Snack Foods,212.0902,OUT045,2002,Tier 2,Supermarket Type1
380,Regular,0.005973153,Snack Foods,99.0358,OUT049,1999,Tier 1,Supermarket Type1
381,Low Fat,0.033968012,Canned,181.0976,OUT035,2004,Tier 2,Supermarket Type1
382,Low Fat,0.027861814,Soft Drinks,85.5198,OUT017,2007,Tier 2,Supermarket Type1
383,Low Fat,0.134564284,Fruits and Vegetables,42.7086,OUT019,1985,Tier 1,Grocery Store
384,Low Fat,0.099851786,Snack Foods,111.7544,OUT045,2002,Tier 2,Supermarket Type1
385,Low Fat,0.280083047,Snack Foods,92.712,OUT019,1985,Tier 1,Grocery Store
386,Low Fat,0.026320247,Household,184.9608,OUT010,1998,Tier 3,Grocery Store
387,Regular,0.060665739,Breakfast,173.7712,OUT046,1997,Tier 1,Supermarket Type1
388,Low Fat,0.052290474,Health and Hygiene,122.873,OUT049,1999,Tier 1,Supermarket Type1
389,Regular,0.140447292,Baking Goods,93.312,OUT045,2002,Tier 2,Supermarket Type1
390,Regular,0.079076331,Dairy,183.7608,OUT046,1997,Tier 1,Supermarket Type1
391,Regular,0.030599358,Snack Foods,251.4724,OUT013,1987,Tier 3,Supermarket Type1
392,Low Fat,0.051042366,Household,126.1678,OUT045,2002,Tier 2,Supermarket Type1
393,Low Fat,0.123745045,Snack Foods,175.337,OUT019,1985,Tier 1,Grocery Store
394,Low Fat,0.04592756,Fruits and Vegetables,127.902,OUT017,2007,Tier 2,Supermarket Type1
395,Regular,0.048975573,Fruits and Vegetables,151.0682,OUT046,1997,Tier 1,Supermarket Type1
396,Regular,0.13177444,Frozen Foods,87.7198,OUT049,1999,Tier 1,Supermarket Type1
397,Regular,0.0,Snack Foods,111.0544,OUT045,2002,Tier 2,Supermarket Type1
398,Low Fat,0.068788985,Snack Foods,110.8228,OUT027,1985,Tier 3,Supermarket Type3
399,Low Fat,0.05630601,Household,117.1492,OUT018,2009,Tier 3,Supermarket Type2
400,Low Fat,0.025864429,Starchy Foods,121.844,OUT046,1997,Tier 1,Supermarket Type1
401,Low Fat,0.02704266,Others,49.4666,OUT035,2004,Tier 2,Supermarket Type1
402,Regular,0.124994714,Frozen Foods,100.5358,OUT027,1985,Tier 3,Supermarket Type3
403,Regular,0.189512493,Dairy,97.7752,OUT019,1985,Tier 1,Grocery Store
404,Low Fat,0.038737554,Household,164.7842,OUT046,1997,Tier 1,Supermarket Type1
405,Low Fat,0.012445941,Fruits and Vegetables,187.8872,OUT035,2004,Tier 2,Supermarket Type1
406,Low Fat,0.05740255,Snack Foods,53.0956,OUT049,1999,Tier 1,Supermarket Type1
407,Low Fat,0.018609305,Canned,187.1214,OUT045,2002,Tier 2,Supermarket Type1
408,Low Fat,0.078327268,Canned,90.9804,OUT045,2002,Tier 2,Supermarket Type1
409,Low Fat,0.093464804,Household,140.8496,OUT010,1998,Tier 3,Grocery Store
410,Low Fat,0.090702992,Household,195.111,OUT049,1999,Tier 1,Supermarket Type1
411,Low Fat,0.024751688,Household,178.2686,OUT018,2009,Tier 3,Supermarket Type2
412,Regular,0.0667322,Snack Foods,56.2956,OUT045,2002,Tier 2,Supermarket Type1
413,Low Fat,0.018647294,Canned,187.5214,OUT018,2009,Tier 3,Supermarket Type2
414,Low Fat,0.021603383,Fruits and Vegetables,112.2228,OUT046,1997,Tier 1,Supermarket Type1
415,Low Fat,0.065799906,Health and Hygiene,101.1042,OUT019,1985,Tier 1,Grocery Store
416,Low Fat,0.0,Fruits and Vegetables,213.2902,OUT049,1999,Tier 1,Supermarket Type1
417,Low Fat,0.109890489,Dairy,45.0428,OUT035,2004,Tier 2,Supermarket Type1
418,Regular,0.017093789,Snack Foods,224.0404,OUT019,1985,Tier 1,Grocery Store
419,Low Fat,0.16898615,Canned,184.2266,OUT027,1985,Tier 3,Supermarket Type3
420,Regular,0.026302004,Fruits and Vegetables,102.7332,OUT046,1997,Tier 1,Supermarket Type1
421,Regular,0.105155137,Fruits and Vegetables,43.2796,OUT027,1985,Tier 3,Supermarket Type3
422,Low Fat,0.088708388,Fruits and Vegetables,65.051,OUT046,1997,Tier 1,Supermarket Type1
423,Regular,0.00632491,Baking Goods,119.1098,OUT035,2004,Tier 2,Supermarket Type1
424,Regular,0.029629236,Fruits and Vegetables,140.1838,OUT013,1987,Tier 3,Supermarket Type1
425,Low Fat,0.064924087,Others,251.204,OUT018,2009,Tier 3,Supermarket Type2
426,Low Fat,0.167123591,Soft Drinks,243.5512,OUT035,2004,Tier 2,Supermarket Type1
427,Low Fat,0.017813048,Dairy,77.0012,OUT049,1999,Tier 1,Supermarket Type1
428,Low Fat,0.04045348,Household,247.0144,OUT045,2002,Tier 2,Supermarket Type1
429,Regular,0.161370557,Fruits and Vegetables,64.0168,OUT013,1987,Tier 3,Supermarket Type1
430,Regular,0.123617286,Snack Foods,93.5436,OUT018,2009,Tier 3,Supermarket Type2
431,Regular,0.104021582,Baking Goods,164.85,OUT046,1997,Tier 1,Supermarket Type1
432,Low Fat,0.067549872,Fruits and Vegetables,178.3002,OUT010,1998,Tier 3,Grocery Store
433,Low Fat,0.01441152,Meat,118.415,OUT013,1987,Tier 3,Supermarket Type1
434,Regular,0.010961524,Snack Foods,184.4608,OUT018,2009,Tier 3,Supermarket Type2
435,Low Fat,0.087294906,Snack Foods,219.1798,OUT027,1985,Tier 3,Supermarket Type3
436,Regular,0.014338639,Meat,75.7038,OUT010,1998,Tier 3,Grocery Store
437,Low Fat,0.159834724,Snack Foods,92.512,OUT013,1987,Tier 3,Supermarket Type1
438,Regular,0.008753653,Meat,205.698,OUT045,2002,Tier 2,Supermarket Type1
439,Regular,0.012061003,Canned,166.4184,OUT018,2009,Tier 3,Supermarket Type2
440,Regular,0.109596256,Baking Goods,118.8098,OUT045,2002,Tier 2,Supermarket Type1
441,Low Fat,0.0,Snack Foods,176.137,OUT049,1999,Tier 1,Supermarket Type1
442,Regular,0.042047755,Meat,44.6112,OUT049,1999,Tier 1,Supermarket Type1
443,Regular,0.049791265,Frozen Foods,108.7912,OUT018,2009,Tier 3,Supermarket Type2
444,Low Fat,0.054086343,Fruits and Vegetables,182.2292,OUT018,2009,Tier 3,Supermarket Type2
445,Regular,0.035476594,Snack Foods,112.4518,OUT013,1987,Tier 3,Supermarket Type1
446,Low Fat,0.060534179,Dairy,169.4106,OUT035,2004,Tier 2,Supermarket Type1
447,Low Fat,0.034874689,Snack Foods,242.2828,OUT046,1997,Tier 1,Supermarket Type1
448,Low Fat,0.066403009,Others,186.6924,OUT027,1985,Tier 3,Supermarket Type3
449,Regular,0.075815345,Breads,144.6444,OUT018,2009,Tier 3,Supermarket Type2
450,Low Fat,0.072915282,Fruits and Vegetables,145.1418,OUT010,1998,Tier 3,Grocery Store
451,Regular,0.041077066,Meat,106.5306,OUT010,1998,Tier 3,Grocery Store
452,Low Fat,0.169808455,Canned,183.4266,OUT046,1997,Tier 1,Supermarket Type1
453,Low Fat,0.106435421,Breads,125.7046,OUT017,2007,Tier 2,Supermarket Type1
454,Low Fat,0.022749737,Dairy,175.7028,OUT045,2002,Tier 2,Supermarket Type1
455,Low Fat,0.152029528,Breakfast,99.3358,OUT035,2004,Tier 2,Supermarket Type1
456,Regular,0.01214561,Fruits and Vegetables,59.7904,OUT027,1985,Tier 3,Supermarket Type3
457,Regular,0.011124197,Snack Foods,87.454,OUT035,2004,Tier 2,Supermarket Type1
458,Regular,0.018834342,Fruits and Vegetables,222.3772,OUT049,1999,Tier 1,Supermarket Type1
459,Regular,0.0,Baking Goods,99.6384,OUT049,1999,Tier 1,Supermarket Type1
460,Low Fat,0.015289106,Snack Foods,151.134,OUT013,1987,Tier 3,Supermarket Type1
461,Low Fat,0.056394771,Household,115.9492,OUT017,2007,Tier 2,Supermarket Type1
462,Regular,0.0,Frozen Foods,61.3194,OUT049,1999,Tier 1,Supermarket Type1
463,Regular,0.079650513,Baking Goods,150.1366,OUT018,2009,Tier 3,Supermarket Type2
464,Low Fat,0.030359318,Others,181.166,OUT027,1985,Tier 3,Supermarket Type3
465,Low Fat,0.04316119,Household,176.4686,OUT019,1985,Tier 1,Grocery Store
466,Low Fat,0.020721583,Fruits and Vegetables,91.183,OUT017,2007,Tier 2,Supermarket Type1
467,Low Fat,0.031515822,Others,37.948,OUT017,2007,Tier 2,Supermarket Type1
468,Regular,0.073858923,Dairy,253.2356,OUT013,1987,Tier 3,Supermarket Type1
469,Regular,0.056785107,Breads,102.2648,OUT017,2007,Tier 2,Supermarket Type1
470,Low Fat,0.0,Baking Goods,250.6724,OUT049,1999,Tier 1,Supermarket Type1
471,Low Fat,0.041908424,Frozen Foods,109.5912,OUT018,2009,Tier 3,Supermarket Type2
472,Regular,0.058377105,Fruits and Vegetables,160.6552,OUT013,1987,Tier 3,Supermarket Type1
473,Regular,0.184169331,Frozen Foods,38.6506,OUT010,1998,Tier 3,Grocery Store
474,Regular,0.279663801,Frozen Foods,35.6558,OUT019,1985,Tier 1,Grocery Store
475,Regular,0.042042857,Snack Foods,53.864,OUT045,2002,Tier 2,Supermarket Type1
476,Regular,0.100765839,Fruits and Vegetables,196.0768,OUT046,1997,Tier 1,Supermarket Type1
477,Low Fat,0.007291207,Meat,196.8426,OUT049,1999,Tier 1,Supermarket Type1
478,Regular,0.182980378,Canned,80.496,OUT019,1985,Tier 1,Grocery Store
479,Regular,0.0,Breads,256.4988,OUT010,1998,Tier 3,Grocery Store
480,Low Fat,0.057175809,Dairy,223.5404,OUT045,2002,Tier 2,Supermarket Type1
481,Low Fat,0.06969924,Household,92.6146,OUT018,2009,Tier 3,Supermarket Type2
482,Regular,0.120667057,Snack Foods,94.6752,OUT027,1985,Tier 3,Supermarket Type3
483,Low Fat,0.148751515,Fruits and Vegetables,241.8854,OUT049,1999,Tier 1,Supermarket Type1
484,Regular,0.133296733,Frozen Foods,229.8668,OUT017,2007,Tier 2,Supermarket Type1
485,Regular,0.013111823,Fruits and Vegetables,113.2834,OUT017,2007,Tier 2,Supermarket Type1
486,Low Fat,0.115052659,Baking Goods,222.6114,OUT049,1999,Tier 1,Supermarket Type1
487,Low Fat,0.093644428,Fruits and Vegetables,174.3712,OUT045,2002,Tier 2,Supermarket Type1
488,Low Fat,0.092971061,Household,252.4066,OUT045,2002,Tier 2,Supermarket Type1
489,Low Fat,0.105245865,Household,81.925,OUT046,1997,Tier 1,Supermarket Type1
490,Low Fat,0.028664878,Household,159.0604,OUT018,2009,Tier 3,Supermarket Type2
491,Low Fat,0.026142114,Snack Foods,256.3356,OUT046,1997,Tier 1,Supermarket Type1
492,Low Fat,0.027635129,Household,178.8344,OUT045,2002,Tier 2,Supermarket Type1
493,Regular,0.075786047,Snack Foods,85.3908,OUT013,1987,Tier 3,Supermarket Type1
494,Regular,0.214306131,Snack Foods,166.7816,OUT010,1998,Tier 3,Grocery Store
495,Low Fat,0.057118149,Fruits and Vegetables,124.8046,OUT027,1985,Tier 3,Supermarket Type3
496,Low Fat,0.102967068,Fruits and Vegetables,118.8466,OUT035,2004,Tier 2,Supermarket Type1
497,Low Fat,0.038549965,Household,164.2842,OUT027,1985,Tier 3,Supermarket Type3
498,Low Fat,0.087945039,Dairy,183.3292,OUT049,1999,Tier 1,Supermarket Type1
499,Regular,0.048934817,Fruits and Vegetables,153.0682,OUT013,1987,Tier 3,Supermarket Type1
500,Low Fat,0.040945898,Soft Drinks,142.9154,OUT046,1997,Tier 1,Supermarket Type1
501,Regular,0.023788808,Snack Foods,187.8872,OUT010,1998,Tier 3,Grocery Store
502,Regular,0.029861927,Dairy,86.6514,OUT013,1987,Tier 3,Supermarket Type1
503,Low Fat,0.036611419,Household,230.201,OUT045,2002,Tier 2,Supermarket Type1
504,Low Fat,0.028589521,Fruits and Vegetables,42.0454,OUT035,2004,Tier 2,Supermarket Type1
505,Low Fat,0.071720362,Snack Foods,210.6612,OUT018,2009,Tier 3,Supermarket Type2
506,Low Fat,0.09203683,Frozen Foods,110.5254,OUT010,1998,Tier 3,Grocery Store
507,Low Fat,0.099649694,Snack Foods,113.7544,OUT046,1997,Tier 1,Supermarket Type1
508,Low Fat,0.099274751,Fruits and Vegetables,115.2518,OUT027,1985,Tier 3,Supermarket Type3
509,Low Fat,0.020368186,Soft Drinks,216.9508,OUT045,2002,Tier 2,Supermarket Type1
510,Low Fat,0.176712457,Fruits and Vegetables,222.9772,OUT018,2009,Tier 3,Supermarket Type2
511,Low Fat,0.034949223,Dairy,250.275,OUT017,2007,Tier 2,Supermarket Type1
512,Low Fat,0.093315935,Frozen Foods,58.7904,OUT019,1985,Tier 1,Grocery Store
513,Low Fat,0.0163024,Health and Hygiene,109.5596,OUT017,2007,Tier 2,Supermarket Type1
514,Low Fat,0.05704978,Fruits and Vegetables,175.037,OUT049,1999,Tier 1,Supermarket Type1
515,Regular,0.034674522,Breads,157.5288,OUT045,2002,Tier 2,Supermarket Type1
516,Low Fat,0.015470159,Frozen Foods,100.4384,OUT019,1985,Tier 1,Grocery Store
517,Regular,0.014362412,Fruits and Vegetables,241.1512,OUT035,2004,Tier 2,Supermarket Type1
518,Regular,0.032224086,Canned,154.8972,OUT045,2002,Tier 2,Supermarket Type1
519,Low Fat,0.153585858,Snack Foods,221.1798,OUT019,1985,Tier 1,Grocery Store
520,Regular,0.165013572,Dairy,113.2518,OUT045,2002,Tier 2,Supermarket Type1
521,Low Fat,0.017226149,Dairy,48.635,OUT018,2009,Tier 3,Supermarket Type2
522,Low Fat,0.107041738,Frozen Foods,41.2822,OUT046,1997,Tier 1,Supermarket Type1
523,Regular,0.03249201,Soft Drinks,124.773,OUT049,1999,Tier 1,Supermarket Type1
524,Regular,0.104509448,Frozen Foods,214.7218,OUT027,1985,Tier 3,Supermarket Type3
525,Regular,0.077636468,Meat,236.2248,OUT027,1985,Tier 3,Supermarket Type3
526,Low Fat,0.044598726,Canned,167.7842,OUT035,2004,Tier 2,Supermarket Type1
527,Low Fat,0.169493477,Hard Drinks,57.0614,OUT027,1985,Tier 3,Supermarket Type3
528,Regular,0.051427223,Breads,187.7556,OUT019,1985,Tier 1,Grocery Store
529,Low Fat,0.021492339,Fruits and Vegetables,179.6976,OUT035,2004,Tier 2,Supermarket Type1
530,Regular,0.0,Frozen Foods,81.9618,OUT045,2002,Tier 2,Supermarket Type1
531,Regular,0.02304845,Fruits and Vegetables,183.495,OUT017,2007,Tier 2,Supermarket Type1
532,Low Fat,0.077729209,Fruits and Vegetables,97.0094,OUT035,2004,Tier 2,Supermarket Type1
533,Regular,0.165611092,Dairy,114.2518,OUT017,2007,Tier 2,Supermarket Type1
534,Low Fat,0.027858864,Breads,230.2668,OUT019,1985,Tier 1,Grocery Store
535,Low Fat,0.033408076,Fruits and Vegetables,195.0768,OUT017,2007,Tier 2,Supermarket Type1
536,Regular,0.028779079,Canned,114.8492,OUT045,2002,Tier 2,Supermarket Type1
537,Regular,0.030557961,Dairy,210.2244,OUT049,1999,Tier 1,Supermarket Type1
538,Regular,0.058154195,Frozen Foods,129.831,OUT017,2007,Tier 2,Supermarket Type1
539,Low Fat,0.079666936,Frozen Foods,226.9062,OUT017,2007,Tier 2,Supermarket Type1
540,Low Fat,0.095306027,Baking Goods,157.1604,OUT049,1999,Tier 1,Supermarket Type1
541,Regular,0.150455041,Snack Foods,170.879,OUT019,1985,Tier 1,Grocery Store
542,Low Fat,0.074731622,Snack Foods,87.883,OUT049,1999,Tier 1,Supermarket Type1
543,Low Fat,0.268966279,Canned,79.1986,OUT019,1985,Tier 1,Grocery Store
544,Low Fat,0.104392185,Health and Hygiene,258.8278,OUT049,1999,Tier 1,Supermarket Type1
545,Low Fat,0.039104567,Frozen Foods,245.3802,OUT027,1985,Tier 3,Supermarket Type3
546,Regular,0.117963418,Snack Foods,161.1578,OUT018,2009,Tier 3,Supermarket Type2
547,Low Fat,0.0,Fruits and Vegetables,195.411,OUT010,1998,Tier 3,Grocery Store
548,Regular,0.138305372,Snack Foods,251.1724,OUT046,1997,Tier 1,Supermarket Type1
549,Regular,0.0,Dairy,261.691,OUT049,1999,Tier 1,Supermarket Type1
550,Regular,0.020994235,Snack Foods,60.7194,OUT017,2007,Tier 2,Supermarket Type1
551,Low Fat,0.028297924,Household,107.1912,OUT013,1987,Tier 3,Supermarket Type1
552,Low Fat,0.049660306,Canned,163.4894,OUT019,1985,Tier 1,Grocery Store
553,Low Fat,0.029637145,Soft Drinks,146.9444,OUT027,1985,Tier 3,Supermarket Type3
554,Low Fat,0.06049406,Starchy Foods,163.9526,OUT018,2009,Tier 3,Supermarket Type2
555,Low Fat,0.056146632,Baking Goods,99.5016,OUT018,2009,Tier 3,Supermarket Type2
556,Low Fat,0.013925484,Soft Drinks,130.1652,OUT027,1985,Tier 3,Supermarket Type3
557,Low Fat,0.043574485,Household,148.3392,OUT019,1985,Tier 1,Grocery Store
